SaleID,price
150000,38205.1610059507
150001,388.64855095727063
150002,7345.1571537322925
150003,11753.39335709551
150004,574.3009816603121
150005,1821.2509867033948
150006,4627.68027074493
150007,10073.384179342167
150008,3594.5334913906268
150009,2169.239749457526
150010,4465.290664214037
150011,6127.048306494418
150012,2458.971786568721
150013,12303.177780944348
150014,12071.081478271502
150015,345.08418104948464
150016,635.5646633029836
150017,6074.640566269505
150018,9416.918470530065
150019,1420.865549011433
150020,4913.336831022613
150021,12794.58879478626
150022,1457.2622931532494
150023,14985.037248739995
150024,1559.4870978214644
150025,6210.626124771365
150026,1542.8003564172195
150027,3670.007826472446
150028,21310.0423613292
150029,16643.421976585858
150030,1513.318276733301
150031,310.63390957133413
150032,4094.4917064039855
150033,2751.818501924364
150034,3291.8272863845377
150035,6869.678657953265
150036,920.9646311121166
150037,3924.4999228644847
150038,25813.193395984643
150039,1538.3679527080187
150040,14445.748657022275
150041,3822.772875346972
150042,15950.596900319433
150043,25633.396949390088
150044,7629.587547271143
150045,2128.4232904630935
150046,2939.809678086295
150047,47154.946856295035
150048,1062.2161100108956
150049,35328.639727267306
150050,5020.483095916594
150051,9340.896357028496
150052,1065.9432017350205
150053,609.1017067613535
150054,14096.094278324934
150055,4064.835648852603
150056,845.6091325726321
150057,2565.6626069270615
150058,1134.3175722678805
150059,2327.9807622889784
150060,9200.584611488797
150061,3205.683652244149
150062,1323.4454042534358
150063,11667.481019625056
150064,20465.759475246683
150065,9712.912871309858
150066,12800.709512167996
150067,3333.287955002268
150068,1224.786082920038
150069,2964.69236889049
150070,1658.2952543871872
150071,587.1462454158501
150072,1030.6003799003875
150073,22522.21528069969
150074,266.12502002409934
150075,1057.9014494064572
150076,2466.946163208692
150077,7643.142077320565
150078,2579.655386382308
150079,4480.046402708968
150080,2607.542320756693
150081,9109.891152453521
150082,14616.161394791181
150083,517.4966838882899
150084,4027.052968626599
150085,3445.1334968221354
150086,36399.17282918315
150087,342.13652652478197
150088,2857.693993009565
150089,3198.656223393088
150090,951.0027025477036
150091,7167.284689146989
150092,5975.10114395072
150093,798.9593341005201
150094,11261.630745676159
150095,156.22716698550224
150096,13405.833410818559
150097,8260.945000649011
150098,435.8162292462498
150099,409.05376386184173
150100,492.44060955173865
150101,4253.082802057816
150102,1678.4120568153667
150103,2821.3464557642915
150104,4285.519001201179
150105,936.0021411372272
150106,2050.909937769984
150107,662.0930122646346
150108,7444.546870833593
150109,2102.765550617186
150110,3705.230790539119
150111,10782.637942849811
150112,11022.833258374734
150113,1684.0365472757644
150114,1237.2209184373887
150115,2532.6119158554034
150116,7027.04872675645
150117,2736.1985776864253
150118,21620.305730799057
150119,10024.307655279841
150120,15387.864475299608
150121,1399.1594749905844
150122,7633.389147553758
150123,131.36604382305592
150124,14805.162265817375
150125,3920.84431636955
150126,2161.8633935044045
150127,15560.662158479456
150128,30737.6867736791
150129,3320.1146529833636
150130,3151.4619119706176
150131,851.9526247758508
150132,4239.918718255377
150133,6210.7016751361825
150134,15742.664692258342
150135,1309.317272150579
150136,1502.1073963516699
150137,3109.3943745747742
150138,6786.723225227902
150139,1041.8405319090862
150140,1416.066449160412
150141,2243.87214387983
